latitude,longitude,geometry,tourism,name,city,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6350831,-8.0105603,Point,hotel,Toulousain,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6367931,-8.0135128,Point,hotel,Voyageurs,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1770084,-8.0743512,Point,hotel,Hotel Au Sanglier Qui Fume,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6269176,-7.9925655,Point,hotel,Palais Sebban,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3256341,-7.942821,Point,hotel,Kasbah Angour,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6633054,-7.8741534,Point,hotel,Hapimag,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3096714,-7.7395112,Point,hotel,Hotel Topourika,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6489428,-7.9364419,Point,hotel,Hotel Riu Tikida Palmeraie,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6220642,-8.0021052,Point,hotel,Sofitel Marrakech Palais Imperial,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3008832,-7.7216936,Point,hotel,Hotel Top Ourika,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6469402,-8.0180109,Point,hotel,Tichka,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6316211,-8.0117006,Point,hotel,Hotel Farouk,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6369546,-8.0001765,Point,hotel,Hotel Royal Mogador,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.586622,-7.9846458,Point,hotel,Hotel Kasbah Le Mirage Marrakeche,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6262386,-7.986095,Point,hotel,El Kennaria,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4940997,-7.902693,Point,hotel,Camping 4x4 Jnane Baroud,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6324622,-8.0114133,Point,hotel,Hotel Almas,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6244128,-7.9872799,Point,hotel,Hotel de France,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1416862,-7.9039817,Point,hotel,Douar Samra,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5369451,-7.4969738,Point,hotel,Dar Oudar,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3586312,-7.3912335,Point,hotel,Hôtel Taddart فندق تادرت,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1503192,-7.1350769,Point,hotel,Auberge Achahoud,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.281462,-7.1507718,Point,hotel,"Auberge, Café, Restaurant",Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6295177,-8.0162352,Point,hotel,Opera Plaza Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6341031,-8.0151001,Point,hotel,Bab Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6349929,-8.0166907,Point,hotel,Hotel Agdal,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6267146,-8.0161364,Point,hotel,Lawrence d'Arabie,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6356839,-8.0154558,Point,hotel,Hotel Tachfine,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6346325,-8.0165142,Point,hotel,Hotel Hicam,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3321378,-8.1660702,Point,hotel,Jnane Tahihit,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.2221191,-7.9711048,Point,hotel,Kasbah Tamadot,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6412163,-7.9998612,Point,hotel,Hotel Majorelle,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6261792,-8.0025597,Point,hotel,Royal Mirage Deluxe Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6289572,-8.0158111,Point,hotel,Ryad Mogador Op�ra & SPA,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6314021,-8.0160541,Point,hotel,R�sidence Marrakech Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6519117,-8.0593576,Point,hotel,Residence Marfana,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6267173,-7.9893473,Point,hotel,Oukaimden,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6270665,-8.003302,Point,hotel,Hotel Imilchil,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6280384,-7.9952708,Point,hotel,Hotel des Almoravides,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1336255,-7.9201738,Point,hotel,Riad Atlas Prestige,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6343553,-8.0153434,Point,hotel,Blue Sea,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5653121,-7.6630946,Point,hotel,Villa Touka,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.126428,-7.3250755,Point,hotel,Irocha,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1267937,-7.3268007,Point,hotel,Dar Tisselday,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6239417,-7.9877855,Point,hotel,Hotel Sindi Sud,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6234331,-7.9854985,Point,hotel,Riad Slitine Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6227381,-7.9901261,Point,hotel,Hotel Roux,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1353184,-7.9176066,Point,hotel,Riad Atlas Toubkal,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.174984,-8.0819219,Point,hotel,Le Mouflon,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1737951,-8.0777162,Point,hotel,Chez Momo,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.2039059,-7.8618019,Point,hotel,Chez Juju,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6275282,-7.9921057,Point,hotel,Dar Attajmil,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6299412,-7.985235,Point,hotel,Riad Dar Eliane,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6240026,-7.9881985,Point,hotel,L'Heure d'Ete,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6241368,-7.988044,Point,hotel,Hotel du Tresor,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6251856,-7.9881138,Point,hotel,Hotel Cecil,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6123258,-7.9872303,Point,hotel,Villa Markassa,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6270295,-8.0153036,Point,hotel,Amani hotel & apparts,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6231559,-7.9888256,Point,hotel,el farah,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6231482,-7.9887448,Point,hotel,el hilal,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6231635,-7.9889424,Point,hotel,naji,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6231482,-7.98861,Point,hotel,souria,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.623226,-7.9886552,Point,hotel,assia,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6230872,-7.9841261,Point,hotel,Raid Darzaouia,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1370472,-7.9203428,Point,hotel,Hotel Solei Imlil,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5591395,-8.0452014,Point,hotel,Sirayane,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6327518,-7.9851599,Point,hotel,Dar Darma,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5038759,-7.8503217,Point,hotel,Palais Ghiat,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6314014,-7.9860767,Point,hotel,Riad Dar Lalla F'dila,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6261125,-7.9856793,Point,hotel,Riad Les Hibiscus,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6308343,-8.0057772,Point,hotel,atlassia,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6466276,-8.0004773,Point,hotel,Hotel Redouane,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6372154,-8.0110583,Point,hotel,Alkabir hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6187789,-7.9871523,Point,hotel,Maison Arabo-Andalouse,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6240686,-7.9888402,Point,hotel,Faouzi Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6344547,-7.9921899,Point,hotel,Riad Amani Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6170247,-7.9900285,Point,hotel,Riad des Lys,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1334133,-7.9202833,Point,hotel,Dar Adrar,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6359853,-8.0100443,Point,hotel,Les Trois Palmiers,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6366443,-8.0127972,Point,hotel,Gomassine,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6431747,-8.0083039,Point,hotel,residence anouar,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6427364,-8.0088338,Point,hotel,anouar,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6329169,-7.8936551,Point,hotel,Las Palmeras,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6515132,-7.9393191,Point,hotel,Lodge K Hôtel & SPA,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6235215,-7.989034,Point,hotel,Aymane,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5966537,-7.9894064,Point,hotel,Adam Park Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.623537,-7.9966132,Point,hotel,Chems Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6203017,-7.9920468,Point,hotel,La Villa des Orangers,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6362247,-8.0151456,Point,hotel,Hotel Amalay,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5963146,-7.987019,Point,hotel,Rawabi Hotel & Spa,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6305928,-7.99014,Point,hotel,Hammam Paradis,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6306406,-7.9900943,Point,hotel,Spa Samira Riad,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6230147,-7.9825779,Point,hotel,Hammam Rosa Bonheur,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6240854,-7.9875794,Point,hotel,Hotel Essaouira,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6385819,-7.7555772,Point,hotel,chez l'habitant,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6339376,-7.9748736,Point,hotel,Hotel 2017,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6339807,-7.9736383,Point,hotel,rijad,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6261109,-7.9856554,Point,hotel,Raid les hibiscus17,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5767063,-8.0179384,Point,hotel,Beldi Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6157537,-7.986625,Point,hotel,Kasbah Red Castle,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6381465,-8.0176911,Point,hotel,Les Ambassadeurs,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5343,-7.9924111,Point,hotel,Aqua Mirage,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1989014,-8.0489767,Point,hotel,Ksar Sharma,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6261144,-7.9866953,Point,hotel,Hotel Mimosa,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6311279,-7.9910504,Point,hotel,Riad Essaada,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3943378,-7.7656093,Point,hotel,Hotel Maison d'Hôte LE DOUAR BERBÈRE,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6649814,-7.9671564,Point,hotel,Casa Gyla,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6477733,-8.0179544,Point,hotel,Semiramis,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6375592,-8.0121157,Point,hotel,Yaad Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6344061,-8.0150481,Point,hotel,Oasis,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6858285,-7.969182,Point,hotel,palmeraie golf palace,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5807599,-8.0208152,Point,hotel,La villa saada,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6128978,-7.9892033,Point,hotel,Riad Rockech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6299578,-7.9861504,Point,hotel,riad Sarah Sabrina,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6226479,-7.9838607,Point,hotel,lakas,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5017007,-7.9317527,Point,hotel,La vie en rose,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12649,-7.9160876,Point,hotel,Roches Aremd,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6352631,-7.9927387,Point,hotel,Maison d'Hôtes Chamade,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6284243,-7.98596,Point,hotel,Dar Jaguar,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6191645,-7.9833976,Point,hotel,LakLak,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1862236,-8.0451809,Point,hotel,Ouirgane Eco-Lodge,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5909515,-7.968328,Point,hotel,Palm Auberge,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6338497,-7.9983688,Point,hotel,Maison Aicha,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6336849,-7.9981778,Point,hotel,Maison Aicha,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5546329,-8.0355405,Point,hotel,CENTRE DE VACANCES RMA,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5550363,-8.0440579,Point,hotel,R�sidence Habiba,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5453791,-8.0351932,Point,hotel,Chrifiya,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5751269,-8.019293,Point,hotel,Appartement Wafa,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5739935,-8.0187137,Point,hotel,Selman Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6329385,-7.9898776,Point,hotel,Riad of the light,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6240269,-7.9876232,Point,hotel,Dar youssef 1,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1552583,-7.8413835,Point,hotel,Gite Ogog Tachedirt,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4214277,-8.0685047,Point,hotel,BERBER LODGE,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5661592,-8.0381068,Point,hotel,La Villa Kacy,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6405629,-8.0025961,Point,hotel,Marrakech Palm Club,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6240611,-7.987657,Point,hotel,Dar Youssef Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6276315,-7.9874288,Point,hotel,Riad dar danka,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6210482,-7.9855359,Point,hotel,Riad Jona,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6248555,-7.9870031,Point,hotel,Riad HAYAT,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6126123,-7.9863891,Point,hotel,Riad. Loudaya,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6178443,-8.0098503,Point,hotel,Savoy Le Grand Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6310347,-8.0117723,Point,hotel,Riad Fairouz,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4538974,-8.2146878,Point,hotel,The White Camel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6357966,-7.9946074,Point,hotel,Riad Dar El Boumba,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6291375,-7.9861024,Point,hotel,Rhiad Ecila,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6303021,-8.0012869,Point,hotel,Darsur Palais d'hotes,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6282781,-7.9860417,Point,hotel,Riad Villa Wenge,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3392793,-8.1519214,Point,hotel,Les Terrasses du Lac Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6309154,-7.9907635,Point,hotel,Riad Enchant�e,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1638961,-8.027643,Point,hotel,Dar Tassa (Correct Location),Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1357372,-7.916547,Point,hotel,Targa Imoula,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.47429,-7.8018527,Point,hotel,La Pause,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6282838,-7.982765,Point,hotel,Be nomad,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6325281,-7.9876441,Point,hotel,Aubrac,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6339139,-7.996387,Point,hotel,Riad BILKIS,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6272467,-7.9836089,Point,hotel,Riad BOUSSA,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6354861,-7.9916715,Point,hotel,Riad Dar Blanche,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5132487,-8.0519054,Point,hotel,Fairmont Royal Palm Marrakesh,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6229324,-7.9903538,Point,hotel,Hotel Alcharaf,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6273034,-7.9929474,Point,hotel,el fenn,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1428204,-7.9025102,Point,hotel,Les jardins du Toubkal,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6154162,-7.9886808,Point,hotel,Riad Omara al Kasbah,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1659642,-8.0479703,Point,hotel,Kasbah Aftica,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6300806,-7.9971389,Point,hotel,Riad dar el assafir,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.2123113,-8.1097796,Point,hotel,Saida Berber House,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5544382,-7.9741852,Point,hotel,CocoCanel Marrakech,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6233878,-8.0077979,Point,hotel,al Farah,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3606984,-7.773579,Point,hotel,ourika Lodge,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6250832,-7.988559,Point,hotel,Hotel Cecil,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6341162,-7.9851289,Point,hotel,Riad Elizabeth,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6348372,-8.0067225,Point,hotel,Appart Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.635854,-8.0099585,Point,hotel,Residence Jaouhara,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5049119,-7.4662874,Point,hotel,Hotel Ouiskdou,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.636037,-8.0105527,Point,hotel,Hotel du Pacha,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6282812,-8.0029821,Point,hotel,Hotel La Menara,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6363355,-8.0101592,Point,hotel,Hotel Le Caspien,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6289799,-7.9886703,Point,hotel,Riad  Dar Daoud,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.634775,-7.9926383,Point,hotel,Riad Babouchta,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6339515,-7.9895734,Point,hotel,Riad Chafia,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6291406,-7.9890096,Point,hotel,Riad Essaoussan,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6291785,-7.9890425,Point,hotel,Riad Joya,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6291817,-8.0180431,Point,hotel,Longue Vie,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6220197,-7.9843224,Point,hotel,riad,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6322701,-7.9940929,Point,hotel,Riad Cherui,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6226379,-8.0043846,Point,hotel,Es Saadi Marrakakesh Resort- Hotel,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6347204,-7.9897574,Point,hotel,Riad La Bel Oranger,Marrakech,,,,,,,,,,,,,,,,,,,,,,,,,,
